Hello World!
{
	filename: train-images-idx3-ubyte
	type: train
	magic number: 2051
	images: 1000
	imagesTotal: 60000
	mean: 0.128239
	std. dev.: 0.305139
}
{
	filename: train-labels-idx1-ubyte
	type: train
	magic number: 2049
	images: 1000
	imagesTotal: 60000
	mean: 0.000000
	std. dev.: 0.000000
}
{
	filename: t10k-images-idx3-ubyte
	type: test
	magic number: 2051
	images: 1000
	imagesTotal: 10000
	mean: 0.122265
	std. dev.: 0.298380
}
{
	filename: t10k-labels-idx1-ubyte
	type: test
	magic number: 2049
	images: 1000
	imagesTotal: 10000
	mean: 0.000000
	std. dev.: 0.000000
}
CNN Architecture
CONV {
	input: 1X28X28
	output: 6X24X24
	weights: 6X1X5X5
}
RELU {
	input: 6X24X24
	output: 6X24X24
}
POOL {
	input: 6X24X24
	output: 6X12X12
	pool: 6X2X2
}
CONV {
	input: 6X12X12
	output: 16X8X8
	weights: 16X6X5X5
}
RELU {
	input: 16X8X8
	output: 16X8X8
}
POOL {
	input: 16X8X8
	output: 16X4X4
	pool: 16X2X2
}
FULL {
	input: 16X4X4
	output: 10X1X1
	weights: 10X16X4X4
}
SMAX {
	input: 10X1X1
	output: 10X1X1
}
LOSS {
	input: 10X1X1
	output: 10X1X1
	loss: 0.000000
}

TRAIN START
epoch	batch	image	input	output	pass	loss
	7.674612	7.674612	7.674612	0.982499	-21.425290	-26.475052	-8.072064	-11.682355	-36.654947	-42.493806	-33.028732	-8.090314	-14.293880	-35.834800	-35.879166	-21.198560	-5.668847	-19.527774	-23.531103	-7.991099	5.717152	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	-3.662053	-30.701443	-28.581432	-7.666941	-23.395054	-42.095564	-31.843098	-17.892399	-22.408008	-38.686259	-39.594218	-25.190175	-12.028490	-17.818835	-25.775747	-16.763326	-0.184148	7.389560	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	-3.394029	-30.287488	-32.263506	-24.396573	-53.400364	-52.904298	-31.640435	-24.491815	-46.401117	-48.418259	-34.499858	-19.506120	-20.687922	-25.536999	-17.356820	-3.005735	5.782906	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	-0.179430	-17.943711	-27.533900	-38.667832	-72.699423	-69.698176	-52.558763	-48.440001	-52.704139	-39.894243	-27.011999	-25.989032	-24.482702	-15.934458	-2.986007	5.782906	7.674612	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	4.059815	-6.888923	-10.750061	-27.167722	-49.451879	-51.244506	-40.604144	-39.782468	-39.983545	-31.149866	-25.186024	-18.858336	-11.608746	-0.776200	6.042044	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	7.028697	1.030359	0.537921	-6.660385	-19.492795	-28.690865	-29.617861	-28.016270	-24.051484	-16.606666	-10.385625	-3.659054	3.694039	7.389560	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	7.674612	6.228994	5.780596	4.399156	0.343337	-5.054676	-9.414961	-10.892261	-7.812579	-0.730818	5.434149	7.545043	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	
	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	7.674612	
}--24X24
{
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	21.361842	-0.861440	-34.088659	-63.006640	-52.286338	-26.156785	3.460159	21.692724	25.949398	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	23.339878	6.501784	-26.063805	-67.927146	-87.213967	-64.853241	-22.827426	10.360590	26.604120	25.682263	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	24.041761	10.366517	-17.443533	-59.337292	-93.639596	-102.800126	-66.005137	-17.767690	19.328547	27.195982	25.524012	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	24.679837	12.459124	-12.794850	-51.499578	-86.790903	-103.585948	-86.672415	-43.544378	-1.013648	21.972224	27.309525	26.075056	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	24.041761	10.238434	-12.873374	-49.075130	-83.941976	-101.501851	-89.685379	-54.023363	-10.490201	16.214670	26.663780	27.043967	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	24.679837	13.799084	-12.057492	-46.476701	-79.785605	-100.467573	-89.562996	-58.183949	-16.364063	12.567553	25.184199	27.146668	25.568388	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	24.679837	16.609434	-6.500291	-42.493092	-76.777093	-96.379423	-91.292918	-60.661921	-20.986790	8.928038	23.470720	27.081712	25.932834	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	14.856750	-5.650352	-39.163082	-76.133282	-96.085493	-92.475862	-64.635929	-24.800304	6.650608	22.851404	27.317961	25.941723	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	14.470621	-7.781526	-39.808782	-73.533530	-97.397851	-94.519673	-69.545163	-36.196444	-3.768701	13.041648	21.049160	22.936232	24.552235	25.277714	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	18.681923	-5.280923	-38.663478	-70.578129	-93.569320	-92.691738	-77.983678	-54.836904	-40.104515	-32.227623	-19.611136	-6.430436	8.504633	18.433005	23.895219	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	21.042804	0.782412	-33.346382	-69.795677	-92.089412	-96.763885	-85.225797	-70.411836	-62.397674	-66.729288	-73.017524	-57.613087	-27.631935	-4.012014	14.771744	23.375585	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	24.041761	6.374786	-24.299074	-65.726538	-90.971100	-103.417749	-96.445669	-83.101241	-76.857325	-74.918205	-88.633289	-94.830114	-72.100217	-35.780409	-6.267600	15.473010	25.532514	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	14.215858	-14.915019	-55.229663	-88.476547	-107.367313	-105.067506	-94.862323	-84.847143	-84.213009	-88.023543	-101.887996	-115.575433	-87.170050	-48.198347	-7.057879	19.790228	26.257059	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	22.701802	-1.673711	-41.550473	-80.404177	-102.493918	-109.250742	-100.758253	-88.324559	-87.872885	-90.994798	-99.301395	-118.093468	-128.934376	-103.367652	-49.481146	-0.805949	25.863801	26.493587	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	17.917167	-19.000128	-68.157342	-94.104829	-109.428730	-105.596085	-97.739164	-95.328781	-104.195515	-105.194324	-109.363963	-117.727873	-116.574894	-79.413470	-29.169691	11.745785	27.408925	26.757500	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	9.889978	-38.383572	-88.548516	-101.100561	-109.268549	-106.156482	-108.189663	-120.402411	-125.508027	-118.663084	-110.810358	-101.796207	-81.472002	-43.489632	-4.442263	21.033234	27.447768	25.977288	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	8.638137	-50.203489	-100.969680	-113.389586	-115.547184	-122.225877	-132.841770	-141.354835	-128.905618	-106.268842	-89.854725	-70.941390	-47.621539	-14.870914	11.299564	25.446015	27.350489	25.479499	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	10.405758	-43.789065	-92.838100	-107.413732	-120.413949	-129.747227	-136.309601	-124.069373	-98.295174	-72.796300	-57.244143	-40.073810	-15.429444	7.346160	22.701893	27.059306	26.030612	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	13.047283	-26.445474	-64.439799	-77.291642	-89.289136	-94.198176	-97.083668	-82.540989	-62.058791	-45.675177	-31.811397	-12.830607	8.091821	22.573821	27.121520	26.030612	25.381721	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	17.731880	-10.244074	-37.788239	-52.130612	-59.314884	-62.176745	-61.854235	-49.772686	-34.888950	-20.561406	-4.636667	12.143805	23.679730	26.925284	25.941723	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	23.723165	8.998666	-11.106777	-30.771232	-38.837933	-37.346234	-29.866320	-17.653524	-5.052955	9.205399	20.121315	25.989555	26.523755	25.479499	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	21.669714	13.860032	2.624622	-5.446735	-6.168806	1.711060	13.834529	22.999874	26.451953	26.048706	25.426165	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	
	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	25.381721	
}--24X24
}--6X24X24
CONV gradient: {
{
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
}--28X28
}--1X28X28

weights:
{
{
	1.848570	1.630599	1.982246	-1.674476	-11.952805	
	3.298752	4.107488	2.142929	-3.429810	-19.781501	
	4.044060	3.574315	3.565466	-10.174161	-28.234659	
	3.550481	3.652364	-3.258337	-20.297032	-29.873665	
	0.888821	-2.501913	-12.703603	-25.572069	-25.865203	
}--5X5
}--1X5X5{
{
	-3.897882	-6.698179	-8.380467	-7.556572	-4.424413	
	-4.917080	-5.335025	-8.091367	-6.745177	-4.528480	
	-3.422465	-3.833675	-4.449276	-5.374013	-2.938504	
	-2.902603	-3.513535	-2.953411	-3.905123	-3.137778	
	-0.858645	-1.336361	-3.231364	-4.236189	-1.943265	
}--5X5
}--1X5X5{
{
	-0.033470	-1.061201	-2.640736	-2.206988	-3.058939	
	-0.957287	-2.001624	-1.902439	-2.663227	-3.296876	
	-1.434808	-2.776175	-2.666860	-2.212229	-2.249965	
	-2.139920	-3.726627	-2.909280	-3.215737	-3.568590	
	-2.629407	-2.605188	-2.930574	-2.387824	-0.282571	
}--5X5
}--1X5X5{
{
	-15.550930	-8.904560	-5.675845	-1.682978	-1.450136	
	-12.979356	-4.213335	1.678006	0.157258	-0.920361	
	-5.676462	0.460716	1.131799	-0.723930	-1.179504	
	-0.640399	3.978549	1.956290	-0.291021	1.870871	
	-0.116919	3.101674	2.350595	1.835083	-1.148403	
}--5X5
}--1X5X5{
{
	-2.016361	-3.411022	-0.569042	0.596325	-1.196639	
	-1.564955	-1.949624	-1.757366	1.019456	-2.736569	
	-1.369938	-0.844966	-0.273331	-2.183424	-3.243060	
	1.568101	-1.292317	-0.659873	-1.490362	-3.429101	
	3.183596	1.530927	2.869761	1.775722	-0.817327	
}--5X5
}--1X5X5{
{
	0.691650	-0.410058	-3.369088	-3.980321	-3.072688	
	0.000069	-0.849648	-2.368437	-3.078334	-4.003178	
	0.299797	-0.429825	-2.327340	-3.932029	-3.822939	
	0.504801	-2.820723	-3.047027	-4.156836	-4.490315	
	-1.348796	-2.439525	-3.579495	-3.399480	-4.964895	
}--5X5
}--1X5X5

RELU input: {
{
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	46.734451	-86.042230	-298.488849	-388.224345	-169.897357	33.635998	103.651038	96.869105	72.067185	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	57.039259	-39.161369	-252.701775	-437.759836	-383.333562	-77.049297	109.305143	136.680436	103.108080	72.408711	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	60.695804	-15.334138	-197.472935	-410.942962	-447.047693	-252.899652	42.261556	152.990264	135.768070	98.635084	71.363388	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	64.019936	-2.505850	-167.197969	-376.027398	-449.115081	-298.281027	-54.659563	124.456068	147.879908	116.396776	84.364678	69.529555	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	60.695804	-14.252307	-168.247602	-360.455083	-449.562365	-324.118746	-91.738029	90.966951	146.552861	123.878931	90.905822	73.009397	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	64.019936	4.474827	-160.738752	-350.159832	-436.128630	-341.104079	-111.462670	70.652636	141.692462	128.164864	94.880758	75.757835	68.175385	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	64.019936	19.948577	-124.664260	-336.472590	-432.496544	-340.772200	-134.798606	60.795707	136.009584	130.425614	99.469586	77.063303	69.149437	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	11.929221	-120.628938	-313.668660	-438.918622	-354.933382	-143.918489	43.967720	135.021168	132.353764	102.029424	79.464270	69.173194	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	10.833828	-136.455408	-314.211660	-426.023742	-367.182692	-157.261424	26.175731	80.098969	79.185244	70.451478	69.175518	69.316252	67.906204	67.745018	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	32.773097	-116.916130	-318.207033	-416.308949	-352.840198	-171.669075	-38.151337	-31.253633	-112.992217	-148.275573	-90.314772	-0.118218	54.963818	69.592640	68.955476	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	45.072385	-76.092791	-295.337731	-427.765708	-361.055593	-197.390488	-86.023466	-119.324622	-217.947838	-302.340982	-306.429825	-193.211143	-30.096456	64.529502	83.172154	73.717187	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	60.695804	-39.127975	-242.329402	-429.648803	-391.653486	-227.144601	-134.415197	-174.748801	-279.632973	-298.404107	-324.107162	-348.464825	-210.783843	1.798253	101.949473	105.611693	80.114316	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	7.757518	-183.410154	-395.443701	-430.483585	-273.775052	-175.674093	-223.097867	-303.872261	-301.313956	-249.013030	-320.683884	-400.050642	-204.284842	48.968586	139.442774	120.705836	82.528606	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	53.715127	-92.754056	-340.299060	-447.688410	-321.123681	-199.074519	-234.955553	-306.375446	-288.146860	-221.856506	-235.670662	-372.350939	-403.824464	-125.829518	110.619179	155.337590	122.012934	80.110477	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	25.290825	-206.996055	-445.838649	-389.314567	-219.404971	-219.932684	-326.328076	-324.719626	-263.697823	-234.731378	-316.534343	-382.256829	-269.717589	3.625694	147.129966	144.867810	106.845531	74.652239	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	-24.099659	-314.969997	-484.098317	-290.159270	-189.246916	-312.070559	-410.666465	-366.334458	-309.467263	-311.183264	-330.769667	-250.744254	-79.455166	107.151563	146.776406	121.235454	89.155628	69.734566	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	-38.994847	-347.452052	-473.412269	-294.360246	-296.523084	-432.042116	-461.839550	-380.747575	-311.020641	-252.771164	-191.398876	-61.784896	67.417380	134.782502	126.308743	96.252242	76.418492	67.937812	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	-25.422482	-281.401075	-385.191187	-298.771376	-390.270940	-454.145688	-385.750439	-251.390389	-157.933298	-94.318315	-20.876414	68.684588	120.208805	120.778441	97.692567	77.812797	69.410768	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	4.963069	-171.430972	-236.562282	-194.860413	-258.523508	-245.686944	-166.560376	-71.072443	-21.142401	26.319377	73.255085	109.443633	113.740637	93.421713	77.555151	69.410768	67.676481	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	35.646535	-70.645883	-110.685118	-110.143858	-126.728396	-89.227409	-27.796700	26.750189	53.398365	81.920717	99.756737	99.282453	86.041486	74.475858	69.173194	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	61.224672	6.315063	-22.755394	-39.088442	-30.586865	0.792065	40.201169	73.692706	83.247277	91.958303	84.740913	75.796737	71.114241	67.937812	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	53.236719	39.539143	27.548306	29.514530	45.111027	67.395608	81.429091	79.592933	73.976086	69.634335	67.795267	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	
	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	67.676481	
}--24X24
{
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	44.071878	30.781223	0.083111	-31.526748	-35.890129	-20.234030	-2.727912	20.427457	42.031832	45.645263	
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	44.846083	35.943133	7.832920	-36.178459	-74.711680	-81.324752	-62.342181	-29.507707	8.865481	41.203369	45.645263	
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.120801	38.416463	15.265769	-25.811348	-78.960587	-125.608440	-135.585141	-108.918152	-53.882250	3.190198	39.914688	45.645263	
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.370545	39.804063	19.258087	-16.706802	-67.056852	-116.569782	-152.135921	-146.659867	-104.821089	-38.795565	13.465944	41.737883	45.645263	
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.120801	38.738847	18.390935	-13.814807	-58.276744	-105.920376	-144.437273	-151.404030	-119.151256	-57.269844	-0.676998	34.950515	45.645263	45.645263	
	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.645263	45.370545	40.328525	20.347597	-11.485876	-53.187645	-99.983077	-139.051049	-149.840421	-124.644565	-67.903465	-8.934184	29.349577	44.593276	45.645263	45.645263	
